customer_id,gender,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_tickets,last_login_days,usage_frequency,plan_type,has_premium_support,churn
CUST-1577,Male,23,1,58.22,85.52,Month-to-month,Bank transfer,Fiber optic,3,15,14,Basic,No,Yes
CUST-1578,Female,61,1,71.61,76.54,Month-to-month,Mailed check,Fiber optic,5,7,9,Standard,No,Yes
CUST-1579,Female,25,34,76.46,2619.34,Two year,Electronic check,Fiber optic,3,1,14,Basic,Yes,No
CUST-1580,Female,41,4,78.38,341.03,Month-to-month,Electronic check,Fiber optic,2,4,10,Standard,No,Yes
CUST-1581,Male,39,30,34.27,1033.26,Two year,Credit card,DSL,1,27,5,Basic,No,No
CUST-1582,Male,36,3,89.82,292.95,Month-to-month,Electronic check,Fiber optic,2,3,21,Standard,Yes,No
CUST-1583,Female,54,45,41.33,1864.11,Two year,Electronic check,DSL,0,20,11,Basic,No,No
CUST-1584,Male,35,1,61.14,61.14,Month-to-month,Mailed check,DSL,4,3,18,Standard,No,Yes
CUST-1585,Female,48,18,65.74,1170.43,One year,Electronic check,Fiber optic,0,0,22,Basic,Yes,Yes
CUST-1586,Male,79,2,65.93,139.5,Month-to-month,Mailed check,DSL,1,14,16,Standard,Yes,Yes
CUST-1587,Female,54,5,83.21,422.91,Month-to-month,Credit card,Fiber optic,4,12,10,Basic,Yes,Yes
CUST-1588,Male,47,38,82.97,3159.99,Two year,Mailed check,Fiber optic,5,30,8,Basic,Yes,No
CUST-1589,Male,74,19,30.46,601.54,One year,Credit card,No,3,16,10,Basic,Yes,No
CUST-1590,Female,59,14,62.05,886.84,Month-to-month,Credit card,Fiber optic,1,5,20,Basic,No,No
CUST-1591,Female,50,6,48.65,262.41,Month-to-month,Electronic check,DSL,0,23,4,Basic,Yes,Yes
CUST-1592,Female,27,15,60.08,872.09,Month-to-month,Electronic check,Fiber optic,6,22,9,Basic,No,Yes
CUST-1593,Male,54,58,37.79,2194.29,Two year,Mailed check,DSL,1,19,18,Basic,No,No
CUST-1594,Male,29,2,65.39,111.26,Month-to-month,Bank transfer,Fiber optic,9,12,12,Basic,No,Yes
CUST-1595,Female,71,7,57.35,399.53,Month-to-month,Electronic check,DSL,3,20,14,Standard,No,Yes
CUST-1596,Female,47,24,74.27,1764.25,One year,Credit card,DSL,4,23,3,Premium,No,No
CUST-1597,Male,44,58,74.45,4320.03,Two year,Bank transfer,Fiber optic,3,29,9,Basic,Yes,No
CUST-1598,Male,56,24,89.08,2117.55,One year,Electronic check,Fiber optic,2,21,8,Standard,Yes,No
CUST-1599,Male,26,30,94.38,2839.44,One year,Bank transfer,Fiber optic,5,23,14,Standard,Yes,No
CUST-1600,Female,71,22,63.28,1370.76,One year,Electronic check,Fiber optic,0,21,19,Basic,No,No
CUST-1601,Male,38,6,68.49,413.66,Month-to-month,Credit card,Fiber optic,2,28,10,Basic,No,Yes
CUST-1602,Male,29,9,56.74,476.92,Month-to-month,Mailed check,Fiber optic,6,23,13,Basic,No,Yes
CUST-1603,Male,72,37,97.34,3578.97,Two year,Electronic check,Fiber optic,1,11,20,Premium,No,No
CUST-1604,Male,46,2,50.57,115.26,Month-to-month,Electronic check,DSL,5,11,12,Basic,No,Yes
CUST-1605,Male,50,61,85.37,5233.21,Two year,Credit card,Fiber optic,4,19,14,Standard,Yes,No
CUST-1606,Female,60,2,87.17,192.57,Month-to-month,Mailed check,Fiber optic,5,9,11,Standard,No,Yes
CUST-1607,Male,79,1,43.47,58.63,Month-to-month,Credit card,DSL,3,1,15,Basic,No,Yes
CUST-1608,Female,70,49,54.37,2693.76,Two year,Electronic check,DSL,2,14,13,Basic,Yes,No
CUST-1609,Male,32,20,68.35,1386.31,One year,Electronic check,DSL,1,18,15,Standard,Yes,No
CUST-1610,Female,19,13,61.82,773.04,Month-to-month,Electronic check,Fiber optic,7,30,4,Basic,No,Yes
CUST-1611,Female,69,24,58.48,1422.59,One year,Mailed check,Fiber optic,4,20,7,Basic,No,Yes
CUST-1612,Female,56,20,67.37,1366.15,One year,Electronic check,Fiber optic,3,30,10,Basic,No,No
CUST-1613,Female,70,3,94.39,245.71,Month-to-month,Electronic check,Fiber optic,3,3,15,Premium,No,Yes
CUST-1614,Male,61,17,19.99,326.36,Month-to-month,Bank transfer,No,4,20,7,Basic,No,Yes
CUST-1615,Male,71,50,52.73,,Two year,Mailed check,DSL,4,13,12,Standard,No,No
CUST-1616,Female,35,34,44.73,1518.23,Two year,Electronic check,DSL,4,0,20,Basic,Yes,No
CUST-1617,Female,20,28,74.59,2065.7,Month-to-month,Mailed check,Fiber optic,7,0,15,Basic,No,Yes
CUST-1618,Female,24,63,99.21,6267.5,Two year,Bank transfer,Fiber optic,5,27,8,Premium,No,Yes
CUST-1619,Female,60,38,85.11,3228.67,Two year,Electronic check,Fiber optic,1,17,10,Standard,Yes,No
CUST-1620,Female,35,17,67.51,1139.94,Month-to-month,Electronic check,Fiber optic,4,14,8,Basic,No,Yes
CUST-1621,Male,61,21,29.21,630.88,One year,Electronic check,No,1,10,15,Standard,No,No
CUST-1622,Male,55,2,55.91,119.9,Month-to-month,Bank transfer,Fiber optic,7,30,7,Basic,No,Yes
CUST-1623,Female,54,7,51.51,358.21,Month-to-month,Credit card,DSL,4,17,7,Standard,No,Yes
CUST-1624,Female,75,25,64.25,1612.87,One year,Electronic check,Fiber optic,4,28,8,Basic,No,No
CUST-1625,Male,50,46,56.91,2614.36,Two year,Electronic check,DSL,2,23,17,Standard,No,No
CUST-1626,Female,61,25,84.35,2127.03,One year,Credit card,Fiber optic,2,9,16,Standard,No,No
CUST-1627,Male,76,10,38.21,353.75,Month-to-month,Credit card,DSL,1,3,23,Basic,No,No
CUST-1628,Female,48,2,98.37,192.89,Month-to-month,Bank transfer,Fiber optic,8,13,13,Premium,No,Yes
CUST-1629,Male,75,13,87.01,1122.86,Month-to-month,Credit card,Fiber optic,3,21,12,Premium,No,Yes
CUST-1630,Male,28,9,27.33,252.08,Month-to-month,Bank transfer,No,0,17,11,Basic,No,No
CUST-1631,Female,21,5,72.19,338.42,Month-to-month,Bank transfer,Fiber optic,3,0,23,Standard,No,Yes
CUST-1632,Male,76,29,87.53,2568.37,One year,Electronic check,Fiber optic,1,27,8,Standard,Yes,Yes
CUST-1633,Female,35,3,61.48,169.6,Month-to-month,Mailed check,DSL,6,6,17,Standard,Yes,Yes
CUST-1634,Female,21,26,42.81,1134.24,One year,Electronic check,No,2,3,24,Premium,No,No
CUST-1635,Female,66,11,66.66,745.36,Month-to-month,Credit card,Fiber optic,6,30,7,Basic,No,Yes
CUST-1636,Male,51,26,63.54,1656.33,One year,Credit card,DSL,3,3,6,Standard,No,No
CUST-1637,Male,46,11,25.93,290.16,Month-to-month,Bank transfer,No,3,17,7,Standard,No,Yes
CUST-1638,Male,41,4,53.54,177.03,Month-to-month,Electronic check,Fiber optic,6,8,12,Basic,No,Yes
CUST-1639,Female,39,12,60.63,717.48,Month-to-month,Electronic check,Fiber optic,4,1,15,Basic,No,Yes
CUST-1640,Female,19,6,63.82,447.94,Month-to-month,Electronic check,Fiber optic,7,4,19,Basic,No,Yes
CUST-1641,Female,61,38,58.83,2239.8,Two year,Electronic check,DSL,2,5,17,Standard,No,No
CUST-1642,Female,23,22,32.6,725.42,Month-to-month,Bank transfer,No,4,2,12,Standard,No,No
CUST-1643,Female,59,25,55.78,1356.14,One year,Credit card,Fiber optic,5,26,10,Basic,No,Yes
CUST-1644,Female,42,51,46.42,2362.55,Two year,Electronic check,DSL,2,29,11,Basic,No,No
CUST-1645,Male,72,27,19.99,532.6,One year,Electronic check,No,2,18,12,Basic,No,No
CUST-1646,Female,74,9,68.15,598.54,Month-to-month,Bank transfer,Fiber optic,5,21,6,Basic,No,Yes
CUST-1647,Male,38,47,59.31,2799.06,Two year,Electronic check,DSL,1,20,18,Standard,Yes,No
CUST-1648,Female,72,32,49.08,,Month-to-month,Credit card,DSL,2,4,18,Basic,Yes,No
CUST-1649,Female,76,6,81.78,476.19,Month-to-month,Electronic check,Fiber optic,7,20,12,Standard,No,Yes
CUST-1650,Female,33,44,60.72,2642.27,Two year,Electronic check,DSL,0,8,19,Standard,Yes,No
CUST-1651,Male,48,15,52.12,,One year,Electronic check,No,2,23,16,Premium,No,No
CUST-1652,Male,31,31,73.21,2249.84,Month-to-month,Electronic check,Fiber optic,1,19,15,Basic,Yes,No
CUST-1653,Male,56,3,92.72,271.31,Month-to-month,Mailed check,Fiber optic,1,5,21,Premium,No,No
CUST-1654,Male,45,25,82.54,2053.6,Month-to-month,Electronic check,Fiber optic,7,30,9,Basic,Yes,Yes
CUST-1655,Male,49,12,91.78,1088.82,Month-to-month,Mailed check,Fiber optic,2,4,11,Standard,Yes,Yes
CUST-1656,Female,45,4,92.44,336.08,Month-to-month,Mailed check,Fiber optic,9,26,1,Standard,Yes,Yes
CUST-1657,Female,68,72,68.68,4924.85,Two year,Electronic check,Fiber optic,3,5,13,Basic,No,No
CUST-1658,Male,72,58,22.88,1329.6,Two year,Electronic check,No,1,30,16,Basic,No,No
CUST-1659,Male,66,41,66.78,2767.16,Two year,Mailed check,Fiber optic,5,14,16,Basic,No,No
CUST-1660,Male,26,21,86.2,1842.21,Month-to-month,Bank transfer,Fiber optic,4,10,12,Standard,No,Yes
CUST-1661,Female,75,25,35.31,922.74,One year,Credit card,DSL,6,23,13,Basic,No,Yes
CUST-1662,Female,62,56,95.74,5366.71,Two year,Electronic check,Fiber optic,1,21,16,Premium,No,No
CUST-1663,Female,39,49,63.45,3107.94,Two year,Electronic check,Fiber optic,2,21,14,Basic,No,No
CUST-1664,Male,49,7,105.71,752.65,Month-to-month,Electronic check,Fiber optic,3,17,14,Premium,Yes,Yes
CUST-1665,Female,22,4,46.51,178.88,Month-to-month,Mailed check,DSL,2,22,14,Basic,Yes,No
CUST-1666,Female,40,6,19.99,136.0,Month-to-month,Bank transfer,No,1,27,7,Basic,No,Yes
CUST-1667,Male,22,20,79.0,,One year,Credit card,Fiber optic,2,28,12,Basic,Yes,Yes
CUST-1668,Female,59,29,107.06,3110.28,One year,Bank transfer,Fiber optic,1,27,14,Premium,No,No
CUST-1669,Male,70,47,85.38,3998.28,Two year,Electronic check,Fiber optic,1,28,11,Standard,No,No
CUST-1670,Female,49,25,69.34,1752.79,Month-to-month,Mailed check,Fiber optic,4,18,5,Basic,No,Yes
CUST-1671,Male,76,17,76.28,1277.06,Month-to-month,Credit card,Fiber optic,8,11,7,Basic,Yes,Yes
CUST-1672,Female,27,11,64.23,693.81,Month-to-month,Electronic check,Fiber optic,4,11,10,Basic,No,Yes
CUST-1673,Female,76,5,54.52,265.88,Month-to-month,Mailed check,DSL,3,28,15,Standard,No,Yes
CUST-1674,Female,56,7,64.46,434.49,Month-to-month,Credit card,Fiber optic,3,28,14,Basic,No,Yes
CUST-1675,Female,75,27,51.76,1408.85,One year,Bank transfer,DSL,0,6,11,Standard,No,No
CUST-1676,Male,32,14,81.73,1146.82,Month-to-month,Bank transfer,Fiber optic,3,15,21,Standard,Yes,Yes
CUST-1677,Male,24,34,70.99,2394.14,One year,Electronic check,DSL,2,11,12,Premium,No,No
CUST-1678,Male,46,12,33.61,392.89,Month-to-month,Mailed check,No,1,29,11,Standard,No,Yes
CUST-1679,Male,76,5,80.7,406.3,Month-to-month,Electronic check,Fiber optic,7,20,11,Basic,Yes,Yes
CUST-1680,Female,64,6,108.7,656.36,Month-to-month,Bank transfer,Fiber optic,3,3,16,Premium,Yes,No
CUST-1681,Male,20,51,54.84,2777.74,Two year,Electronic check,Fiber optic,3,9,12,Basic,No,No
CUST-1682,Female,36,1,28.57,,Month-to-month,Credit card,No,5,27,0,Basic,No,Yes
CUST-1683,Female,27,52,52.42,2738.3,Two year,Credit card,DSL,2,16,8,Standard,No,No
CUST-1684,Female,45,14,73.19,1018.59,Month-to-month,Mailed check,Fiber optic,2,27,10,Basic,Yes,Yes
CUST-1685,Male,46,45,56.61,2526.94,Two year,Electronic check,Fiber optic,5,30,9,Basic,No,No
CUST-1686,Female,32,47,41.33,1969.15,Two year,Electronic check,DSL,2,14,15,Basic,No,No
CUST-1687,Female,52,1,42.06,54.63,Month-to-month,Bank transfer,DSL,6,7,11,Basic,No,Yes
CUST-1688,Male,23,21,48.57,1011.66,One year,Bank transfer,DSL,1,13,15,Basic,No,No
CUST-1689,Female,29,27,44.25,1196.66,Month-to-month,Bank transfer,DSL,4,17,5,Basic,No,No
CUST-1690,Female,64,48,72.48,3471.93,Two year,Electronic check,Fiber optic,1,25,19,Basic,Yes,No
CUST-1691,Male,55,3,46.14,118.63,Month-to-month,Mailed check,DSL,4,7,15,Standard,No,No
CUST-1692,Female,30,5,77.12,399.26,Month-to-month,Bank transfer,Fiber optic,1,13,14,Standard,No,Yes
CUST-1693,Male,46,26,60.22,1599.04,One year,Mailed check,DSL,0,22,3,Standard,No,Yes
CUST-1694,Male,36,38,53.01,2032.5,Two year,Bank transfer,DSL,2,15,18,Standard,No,No
CUST-1695,Male,20,4,29.53,123.04,Month-to-month,Bank transfer,No,3,30,17,Standard,No,Yes
CUST-1696,Male,25,28,95.85,2677.47,One year,Electronic check,Fiber optic,5,18,10,Premium,No,Yes
CUST-1697,Male,25,10,53.33,480.06,Month-to-month,Electronic check,DSL,5,29,18,Standard,No,Yes
CUST-1698,Male,72,4,87.72,382.27,Month-to-month,Mailed check,Fiber optic,6,26,5,Standard,Yes,Yes
CUST-1699,Female,75,24,36.26,856.91,One year,Electronic check,DSL,3,6,20,Basic,No,Yes
CUST-1700,Female,37,10,65.55,672.17,Month-to-month,Bank transfer,DSL,1,16,5,Standard,Yes,Yes
CUST-1701,Female,64,30,60.13,1822.73,Month-to-month,Bank transfer,DSL,5,4,6,Standard,No,Yes
CUST-1702,Male,21,41,47.57,1968.63,Two year,Credit card,No,1,12,17,Standard,Yes,No
CUST-1703,Male,68,1,55.36,55.36,Month-to-month,Bank transfer,Fiber optic,5,17,12,Basic,No,Yes
CUST-1704,Female,38,10,72.76,747.26,One year,Electronic check,Fiber optic,5,17,14,Basic,No,Yes
CUST-1705,Male,20,2,23.76,38.02,Month-to-month,Electronic check,No,6,18,8,Basic,No,Yes
CUST-1706,Male,62,8,61.52,490.37,Month-to-month,Credit card,No,1,22,8,Premium,Yes,Yes
CUST-1707,Female,25,1,82.12,82.12,Month-to-month,Electronic check,Fiber optic,6,17,0,Standard,No,Yes
CUST-1708,Male,40,34,67.92,2296.96,One year,Bank transfer,Fiber optic,2,19,9,Basic,No,No
CUST-1709,Female,33,29,76.95,2225.58,One year,Bank transfer,Fiber optic,2,19,11,Basic,Yes,No
CUST-1710,Female,30,4,50.19,203.58,Month-to-month,Electronic check,DSL,6,16,5,Standard,No,Yes
CUST-1711,Male,20,40,67.54,2682.79,Month-to-month,Electronic check,Fiber optic,3,22,4,Basic,No,No
CUST-1712,Male,65,39,65.81,2533.93,Two year,Mailed check,Fiber optic,4,3,13,Basic,No,No
CUST-1713,Female,26,3,22.09,84.14,Month-to-month,Credit card,No,2,16,10,Basic,No,No
CUST-1714,Male,77,25,61.82,1551.28,Two year,Electronic check,Fiber optic,3,18,13,Basic,No,No
CUST-1715,Male,31,2,70.46,103.66,Month-to-month,Credit card,Fiber optic,2,7,14,Basic,No,No
CUST-1716,Female,30,21,77.2,1629.33,One year,Mailed check,Fiber optic,4,19,6,Standard,No,Yes
CUST-1717,Male,70,20,49.76,991.56,Month-to-month,Credit card,DSL,3,0,17,Basic,Yes,No
CUST-1718,Female,74,38,72.46,2727.44,Two year,Electronic check,Fiber optic,2,6,19,Basic,Yes,No
CUST-1719,Female,24,31,75.01,2314.4,One year,Electronic check,Fiber optic,2,7,15,Standard,No,No
CUST-1720,Male,32,9,83.58,759.61,Month-to-month,Credit card,Fiber optic,4,4,10,Standard,No,Yes
CUST-1721,Male,24,27,72.5,1937.65,Month-to-month,Credit card,Fiber optic,4,8,9,Basic,Yes,Yes
CUST-1722,Male,55,23,55.73,1261.44,One year,Mailed check,DSL,4,29,8,Standard,No,No
CUST-1723,Male,51,22,88.05,1925.77,One year,Bank transfer,Fiber optic,2,6,16,Premium,No,No
CUST-1724,Male,58,1,95.91,95.91,Month-to-month,Credit card,Fiber optic,3,3,24,Premium,Yes,Yes
CUST-1725,Female,39,16,98.65,1556.35,Month-to-month,Electronic check,Fiber optic,4,24,7,Standard,Yes,Yes
CUST-1726,Male,41,41,87.93,3582.74,Two year,Mailed check,Fiber optic,1,21,12,Standard,No,No
CUST-1727,Female,66,6,36.98,230.54,Month-to-month,Credit card,DSL,7,26,11,Basic,No,Yes
CUST-1728,Female,54,18,57.28,1012.9,One year,Electronic check,DSL,3,7,22,Standard,No,No
CUST-1729,Female,61,7,77.77,566.03,Month-to-month,Electronic check,Fiber optic,2,1,16,Standard,No,Yes
CUST-1730,Female,18,43,68.34,2981.75,Two year,Bank transfer,Fiber optic,6,4,21,Basic,No,No
CUST-1731,Male,27,63,59.59,3750.91,Two year,Electronic check,Fiber optic,2,2,26,Basic,No,No
CUST-1732,Female,60,54,39.11,2152.28,Two year,Electronic check,No,1,4,16,Standard,Yes,No
CUST-1733,Female,33,2,70.11,151.07,Month-to-month,Credit card,DSL,4,23,7,Premium,No,Yes
CUST-1734,Male,63,48,41.91,2014.92,Two year,Mailed check,DSL,3,28,13,Basic,No,No
CUST-1735,Male,25,2,61.51,121.78,Month-to-month,Credit card,Fiber optic,5,21,4,Basic,No,Yes
CUST-1736,Female,73,29,73.48,2091.81,One year,Credit card,Fiber optic,5,0,13,Standard,No,No
CUST-1737,Male,66,4,81.29,316.15,Month-to-month,Electronic check,Fiber optic,4,6,9,Basic,Yes,Yes
CUST-1738,Male,42,1,32.68,32.68,Month-to-month,Electronic check,No,0,9,17,Standard,No,No
CUST-1739,Male,67,57,19.99,1156.93,Two year,Electronic check,No,0,15,17,Basic,No,No
CUST-1740,Male,29,12,46.16,588.18,Month-to-month,Electronic check,DSL,4,0,15,Basic,No,Yes
CUST-1741,Female,42,28,56.21,1578.17,One year,Bank transfer,No,4,16,9,Standard,Yes,No
CUST-1742,Female,34,26,41.64,1087.68,One year,Bank transfer,DSL,4,3,13,Basic,No,No
CUST-1743,Female,77,21,69.4,1476.65,One year,Mailed check,Fiber optic,6,15,19,Basic,No,Yes
CUST-1744,Male,43,14,69.31,972.71,Month-to-month,Electronic check,Fiber optic,2,8,14,Basic,Yes,Yes
CUST-1745,Male,63,1,78.65,102.71,Month-to-month,Electronic check,Fiber optic,2,7,16,Basic,Yes,Yes
CUST-1746,Male,65,53,59.27,3188.61,Two year,Mailed check,DSL,1,25,9,Standard,No,No
CUST-1747,Male,31,15,85.21,1307.03,Month-to-month,Mailed check,Fiber optic,4,18,13,Standard,Yes,No
CUST-1748,Male,58,11,62.33,673.18,Month-to-month,Electronic check,Fiber optic,6,21,7,Basic,No,Yes
CUST-1749,Female,53,6,46.12,293.51,Month-to-month,Bank transfer,DSL,1,16,11,Basic,No,No
CUST-1750,Male,74,8,38.62,295.6,Month-to-month,Electronic check,DSL,3,9,23,Basic,No,No
CUST-1751,Female,40,59,87.12,5135.66,Two year,Electronic check,Fiber optic,2,16,5,Standard,No,No
CUST-1752,Male,60,5,65.1,358.37,Month-to-month,Bank transfer,Fiber optic,4,21,3,Basic,No,Yes
CUST-1753,Male,23,20,79.85,1577.06,One year,Electronic check,Fiber optic,3,20,11,Standard,No,Yes
CUST-1754,Male,64,2,69.88,131.83,Month-to-month,Mailed check,DSL,1,15,15,Standard,Yes,Yes
CUST-1755,Female,22,14,55.26,796.49,Month-to-month,Electronic check,No,2,21,15,Standard,Yes,Yes
CUST-1756,Female,60,2,68.3,119.46,Month-to-month,Electronic check,DSL,4,8,8,Standard,Yes,Yes
CUST-1757,Female,42,13,50.87,622.96,Month-to-month,Electronic check,No,2,27,14,Premium,No,No
CUST-1758,Male,35,4,101.33,375.49,Month-to-month,Credit card,Fiber optic,2,4,13,Premium,No,Yes
CUST-1759,Male,79,13,96.68,1244.67,One year,Mailed check,Fiber optic,4,1,15,Standard,Yes,Yes
CUST-1760,Female,30,18,22.67,407.28,Month-to-month,Credit card,No,4,13,17,Basic,No,Yes
CUST-1761,Male,60,1,71.89,71.89,Month-to-month,Mailed check,DSL,5,16,15,Premium,No,Yes
CUST-1762,Female,31,1,43.51,43.51,Month-to-month,Mailed check,DSL,3,30,5,Basic,No,Yes
CUST-1763,Male,45,8,82.85,664.34,Month-to-month,Electronic check,Fiber optic,3,12,18,Standard,Yes,No
CUST-1764,Male,35,44,49.77,2179.94,Two year,Electronic check,DSL,3,12,21,Standard,No,No
CUST-1765,Male,76,15,96.2,1429.07,Month-to-month,Electronic check,Fiber optic,4,26,8,Premium,No,Yes
CUST-1766,Male,77,1,76.15,80.75,Month-to-month,Electronic check,DSL,1,12,19,Premium,Yes,Yes
CUST-1767,Female,74,10,20.18,204.1,Month-to-month,Mailed check,No,2,29,9,Basic,No,Yes
CUST-1768,Male,45,54,91.02,4935.4,Two year,Electronic check,Fiber optic,0,17,10,Standard,Yes,No
CUST-1769,Male,68,5,35.09,215.83,Month-to-month,Electronic check,DSL,2,23,8,Basic,No,Yes
CUST-1770,Male,73,66,22.98,1474.5,Two year,Electronic check,No,0,30,14,Basic,No,No
CUST-1771,Male,44,3,55.48,176.82,Month-to-month,Mailed check,Fiber optic,6,0,21,Basic,No,Yes
CUST-1772,Female,49,64,73.39,4700.14,Two year,Bank transfer,Fiber optic,2,21,12,Basic,Yes,No
CUST-1773,Female,64,34,72.34,2485.12,Two year,Credit card,Fiber optic,3,20,12,Standard,No,No
CUST-1774,Female,26,24,103.39,2471.21,One year,Electronic check,Fiber optic,0,30,3,Premium,Yes,No
CUST-1775,Female,57,2,84.78,162.02,Month-to-month,Electronic check,Fiber optic,7,25,7,Standard,No,Yes
CUST-1776,Male,49,5,61.29,280.62,Month-to-month,Electronic check,Fiber optic,0,26,14,Basic,No,Yes
CUST-1777,Female,37,6,44.88,289.78,Month-to-month,Credit card,DSL,5,24,1,Standard,No,Yes
CUST-1778,Male,45,17,48.83,832.83,Month-to-month,Electronic check,No,4,3,14,Premium,No,Yes
CUST-1779,Male,50,6,85.85,537.63,Month-to-month,Bank transfer,Fiber optic,3,20,11,Standard,Yes,Yes
CUST-1780,Female,21,2,55.01,101.4,Month-to-month,Mailed check,DSL,2,4,9,Standard,No,Yes
CUST-1781,Male,63,19,103.82,1959.14,One year,Electronic check,Fiber optic,2,10,19,Premium,Yes,No
CUST-1782,Female,74,1,75.88,90.42,Month-to-month,Electronic check,Fiber optic,2,1,16,Basic,Yes,Yes
CUST-1783,Male,51,7,75.86,524.25,Month-to-month,Electronic check,DSL,1,26,12,Premium,No,Yes
CUST-1784,Female,65,6,68.11,421.29,Month-to-month,Credit card,DSL,10,1,15,Premium,No,No
CUST-1785,Female,20,42,80.43,3388.28,Two year,Mailed check,DSL,4,24,4,Premium,Yes,No
CUST-1786,Female,43,13,19.99,262.01,Month-to-month,Mailed check,No,7,28,9,Basic,No,Yes
CUST-1787,Female,25,35,110.05,3839.6,One year,Mailed check,Fiber optic,4,27,5,Premium,Yes,Yes
CUST-1788,Female,23,20,75.78,1522.75,Month-to-month,Bank transfer,Fiber optic,2,15,18,Basic,Yes,No
CUST-1789,Male,33,1,67.6,67.6,Month-to-month,Mailed check,DSL,5,2,11,Standard,Yes,Yes
CUST-1790,Female,41,10,83.8,839.95,Month-to-month,Electronic check,Fiber optic,6,5,18,Standard,No,Yes
CUST-1791,Male,65,1,55.28,88.94,Month-to-month,Electronic check,Fiber optic,7,19,10,Basic,No,Yes
CUST-1792,Female,56,28,68.93,1954.84,Two year,Electronic check,Fiber optic,2,3,16,Basic,No,No
CUST-1793,Female,47,10,46.9,458.83,One year,Bank transfer,No,2,4,20,Standard,Yes,No
CUST-1794,Female,62,9,76.63,695.12,Month-to-month,Electronic check,Fiber optic,6,20,6,Standard,No,Yes
CUST-1795,Male,30,60,86.44,5175.67,Two year,Mailed check,Fiber optic,4,6,14,Standard,No,No
CUST-1796,Male,22,3,69.94,215.45,Month-to-month,Electronic check,Fiber optic,5,6,10,Basic,No,Yes
CUST-1797,Female,42,42,34.05,1411.77,Two year,Credit card,No,1,29,15,Standard,No,No
CUST-1798,Male,37,34,29.65,994.99,Two year,Electronic check,DSL,4,27,7,Basic,No,No
CUST-1799,Male,71,9,79.71,754.87,Month-to-month,Electronic check,Fiber optic,3,16,9,Standard,No,Yes
CUST-1800,Male,35,1,60.01,62.66,Month-to-month,Credit card,Fiber optic,7,5,14,Basic,No,Yes
CUST-1801,Female,64,3,44.02,123.08,Month-to-month,Mailed check,DSL,4,3,7,Standard,No,Yes
CUST-1802,Female,35,20,42.91,815.65,One year,Credit card,DSL,0,1,13,Basic,No,No
CUST-1803,Male,19,2,102.63,208.61,Month-to-month,Electronic check,Fiber optic,2,5,16,Premium,No,Yes
CUST-1804,Male,27,45,64.53,2947.57,Two year,Electronic check,DSL,3,6,18,Standard,Yes,No
CUST-1805,Male,72,15,81.3,1208.09,One year,Bank transfer,Fiber optic,4,1,14,Standard,No,Yes
CUST-1806,Female,62,5,71.71,350.86,Month-to-month,Credit card,Fiber optic,3,17,9,Basic,No,Yes
CUST-1807,Female,67,2,90.89,182.74,Month-to-month,Electronic check,Fiber optic,6,9,16,Standard,Yes,Yes
CUST-1808,Male,64,16,46.95,738.54,One year,Credit card,DSL,1,26,7,Basic,Yes,No
CUST-1809,Male,29,3,19.99,104.14,Month-to-month,Mailed check,No,4,6,12,Basic,No,Yes
CUST-1810,Male,64,31,59.08,1851.09,One year,Credit card,DSL,2,8,22,Standard,No,No
CUST-1811,Female,30,12,92.09,1119.0,Month-to-month,Electronic check,Fiber optic,7,18,10,Standard,Yes,Yes
CUST-1812,Female,67,6,54.64,370.13,Month-to-month,Electronic check,DSL,3,18,17,Basic,Yes,Yes
CUST-1813,Male,64,24,52.76,1300.35,Month-to-month,Credit card,Fiber optic,3,23,21,Basic,No,No
CUST-1814,Male,74,30,75.38,2262.97,One year,Credit card,DSL,1,1,15,Standard,Yes,No
CUST-1815,Male,72,10,61.05,604.92,Month-to-month,Mailed check,DSL,4,24,9,Standard,Yes,Yes
CUST-1816,Female,28,21,45.46,948.88,One year,Electronic check,DSL,2,22,8,Basic,No,No
CUST-1817,Male,36,17,85.5,1442.66,Month-to-month,Electronic check,Fiber optic,5,23,3,Premium,No,Yes
CUST-1818,Female,52,25,91.13,2273.87,One year,Mailed check,Fiber optic,5,24,9,Premium,No,Yes
CUST-1819,Female,56,20,47.28,935.37,One year,Electronic check,DSL,0,11,18,Basic,Yes,No
CUST-1820,Male,70,3,19.99,37.45,Month-to-month,Electronic check,No,3,29,10,Basic,No,Yes
CUST-1821,Male,43,21,60.89,1230.29,One year,Electronic check,DSL,0,18,14,Standard,Yes,No
CUST-1822,Male,63,2,103.1,227.11,Month-to-month,Bank transfer,Fiber optic,6,5,12,Premium,No,Yes
CUST-1823,Female,31,27,63.3,1655.88,Month-to-month,Electronic check,DSL,7,29,1,Standard,Yes,Yes
CUST-1824,Female,71,1,85.65,92.75,Month-to-month,Mailed check,Fiber optic,5,23,10,Basic,Yes,No
CUST-1825,Female,62,25,70.28,1776.38,One year,Mailed check,Fiber optic,3,0,15,Basic,No,No
CUST-1826,Female,61,40,54.98,2208.0,Two year,Bank transfer,Fiber optic,4,14,17,Basic,No,No
CUST-1827,Male,41,22,63.29,1389.42,One year,Mailed check,DSL,2,28,13,Standard,Yes,No
CUST-1828,Female,58,15,38.07,575.38,Month-to-month,Electronic check,DSL,3,21,1,Basic,No,Yes
CUST-1829,Female,18,29,75.27,2174.13,One year,Bank transfer,Fiber optic,4,18,6,Standard,No,No
